new_claim_id,proc_num,proc_cd,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
8,8,66,-16,-12,1029,SE,0.89,0,0
8,9,92,-16,-12,1030,SE,1.78,0,0
8,10,135,-17,-10,1030,NE,0.89,0,0
8,11,155,-16,-10,1029,cv,0.89,0,0
8,12,198,-16,-9,1028,SE,3.13,0,0
8,13,250,-15,-8,1026,SE,4.92,0,0
8,14,200,-16,-8,1026,cv,0.89,0,0
8,15,231,-16,-8,1025,cv,1.78,0,0
8,16,250,-16,-8,1025,cv,2.67,0,0
8,17,212,-17,-8,1025,SE,0.89,0,0
8,18,219,-17,-9,1026,cv,0.45,0,0
8,19,227,-17,-11,1026,cv,1.34,0,0
8,20,226,-17,-12,1026,cv,1.79,0,0
8,21,225,-18,-14,1027,NW,1.79,0,0
8,22,168,-16,-9,1027,NW,4.92,0,0
8,23,169,-16,-11,1027,NW,6.71,0,0
9,0,165,-17,-13,1027,cv,0.89,0,0
9,1,159,-17,-13,1027,NW,3.13,0,0
9,2,167,-17,-14,1027,NW,4.92,0,0
9,3,196,-17,-15,1027,NW,8.05,0,0
9,4,169,-17,-13,1027,NW,9.84,0,0
9,5,155,-19,-16,1027,NW,13.86,0,0
9,6,119,-18,-15,1027,NW,17.88,0,0
9,7,106,-19,-15,1027,NW,21.9,0,0
9,8,93,-18,-14,1028,NW,25.92,0,0
9,9,84,-18,-9,1029,NE,5.81,0,0
9,10,73,-17,-7,1029,NE,11.62,0,0
9,11,66,-17,-6,1030,NE,17.43,0,0
9,12,40,-16,-6,1029,NE,23.24,0,0
9,13,49,-16,-5,1029,NE,28.16,0,0
9,14,50,-15,-4,1029,NE,33.08,0,0
9,15,49,-14,-4,1028,NE,37.1,0,0
9,16,41,-15,-4,1029,NE,38.89,0,0
9,17,37,-15,-4,1030,NW,1.79,0,0
9,18,45,-15,-7,1030,NE,3.13,0,0
9,19,44,-15,-6,1031,NW,3.13,0,0
9,20,54,-15,-7,1032,NW,4.92,0,0
9,21,50,-15,-6,1032,NE,3.13,0,0
9,22,47,-15,-8,1033,cv,0.45,0,0
9,23,66,-15,-8,1033,cv,0.9,0,0
10,0,75,-15,-11,1033,NW,0.89,0,0
10,1,82,-17,-13,1033,NW,1.78,0,0
10,2,66,-17,-12,1033,NW,4.91,0,0
10,3,83,-17,-13,1033,NW,8.04,0,0
10,4,62,-19,-14,1032,NW,9.83,0,0
10,5,40,-18,-13,1032,NW,12.96,0,0
10,6,23,-19,-13,1032,NW,16.09,0,0
10,7,25,-19,-14,1033,NW,19.22,0,0
10,8,27,-19,-14,1034,NW,22.35,0,0
10,9,35,-17,-12,1033,NW,24.14,0,0
10,10,50,-16,-7,1033,NE,4.02,0,0
10,11,70,-15,-7,1033,NW,3.13,0,0
10,12,75,-15,-7,1032,NW,6.26,0,0
10,13,58,-14,-6,1031,NW,9.39,0,0
10,14,70,-14,-6,1031,NW,12.52,0,0
10,15,68,-13,-5,1030,NW,14.31,0,0
10,16,71,-14,-5,1031,NW,16.1,0,0
10,17,88,-14,-6,1031,NW,19.23,0,0
10,18,84,-13,-7,1032,NW,23.25,0,0
10,19,83,-15,-6,1032,NW,27.27,0,0
10,20,66,-15,-6,1033,NW,30.4,0,0
10,21,27,-15,-4,1034,NW,35.32,0,0
10,22,24,-16,-4,1034,NW,44.26,0,0
10,23,22,-17,-5,1035,NW,52.31,0,0
11,0,23,-17,-6,1035,NW,60.36,0,0
11,1,27,-17,-8,1035,cv,0.89,0,0
11,2,23,-19,-11,1036,NW,4.02,0,0
11,3,17,-20,-11,1036,NW,8.94,0,0
11,4,17,-21,-11,1035,NE,4.02,0,0
11,5,16,-22,-12,1035,NW,3.13,0,0
11,6,16,-22,-12,1035,NE,4.92,0,0
11,7,20,-22,-13,1036,NW,5.81,0,0
11,8,20,-22,-9,1036,NW,13.86,0,0
11,9,18,-22,-10,1036,NW,21.91,0,0
11,10,25,-22,-9,1036,NW,29.06,0,0
11,11,26,-21,-9,1036,NW,33.08,0,0
11,12,27,-20,-6,1035,NW,42.02,0,0
11,13,28,-19,-5,1034,NW,50.96,0,0
12,0,21,-22,-15,1031,cv,1.78,0,0
12,1,21,-22,-14,1031,NE,1.79,0,0
12,2,37,-22,-14,1031,NW,0.89,0,0
12,3,26,-24,-18,1030,NE,1.79,0,0
12,4,15,-24,-13,1030,NE,3.58,0,0
12,5,9,-25,-14,1030,NW,3.13,0,0
12,6,11,-24,-14,1030,NW,7.15,0,0
12,7,11,-25,-12,1030,NW,12.96,0,0
12,8,16,-26,-14,1030,NW,16.98,0,0
12,9,13,-25,-12,1031,NW,21,0,0
12,10,15,-25,-11,1031,NW,26.81,0,0
12,11,21,-24,-11,1030,NW,35.75,0,0
12,12,24,-23,-11,1029,NW,47.82,0,0
12,13,22,-22,-11,1029,NW,63.02,0,0
12,14,22,-23,-11,1029,NW,75.98,0,0
12,15,22,-22,-11,1029,NW,88.05,0,0
12,16,19,-23,-11,1030,NW,101.01,0,0
12,17,23,-24,-11,1030,NW,109.06,0,0
12,18,25,-24,-11,1032,NW,118,0,0
12,19,25,-23,-11,1032,NW,126.05,0,0
12,20,31,-23,-12,1032,NW,134.1,0,0
12,21,25,-24,-12,1033,NW,142.15,0,0
12,22,22,-23,-12,1033,NW,150.2,0,0
12,23,22,-23,-12,1034,NW,160.03,0,0
13,0,15,-24,-12,1034,NW,169.86,0,0
13,1,16,-24,-12,1033,NW,178.8,0,0
13,2,11,-25,-12,1033,NW,189.98,0,0
13,3,11,-24,-13,1033,NW,198.03,0,0
13,4,12,-25,-12,1032,NW,205.18,0,0
13,5,11,-25,-12,1033,NW,215.01,0,0
13,6,12,-25,-12,1032,NW,226.19,0,0
13,7,27,-25,-12,1032,NW,235.13,0,0
13,8,28,-25,-12,1032,NW,243.18,0,0
13,9,34,-23,-11,1033,NW,252.12,0,0
13,10,33,-23,-10,1033,NW,257.93,0,0
13,11,36,-22,-9,1033,NW,263.74,0,0
13,12,26,-21,-8,1031,NW,270.89,0,0
13,13,49,-21,-6,1030,NW,278.94,0,0
13,14,52,-20,-5,1029,NW,286.99,0,0
13,15,47,-22,-5,1028,NW,294.14,0,0
13,16,47,-21,-5,1028,NW,299.06,0,0
13,17,39,-19,-7,1028,SE,1.79,0,0
13,18,59,-19,-8,1028,cv,0.45,0,0
13,19,76,-20,-9,1028,cv,1.34,0,0
13,20,96,-19,-10,1027,SE,1.79,0,0
13,21,95,-19,-13,1027,cv,0.89,0,0
13,22,68,-18,-12,1027,cv,1.78,0,0
13,23,65,-18,-13,1027,NE,0.89,0,0
14,0,75,-18,-14,1026,NE,1.78,0,0
14,1,257,-20,-15,1025,NE,2.67,0,0
14,2,174,-20,-15,1025,NW,0.89,0,0
14,3,164,-20,-16,1025,NW,1.78,0,0
14,4,161,-20,-16,1024,NW,3.57,0,0
14,5,137,-21,-17,1024,NW,6.7,0,0
14,6,92,-19,-14,1023,NW,10.72,0,0
14,7,64,-21,-17,1023,NW,13.85,0,0
14,8,87,-19,-15,1024,NW,15.64,0,0
14,9,87,-19,-14,1024,NW,18.77,0,0
14,10,84,-18,-10,1024,NW,22.79,0,0
14,11,95,-17,-9,1023,NW,24.58,0,0
14,12,79,-16,-6,1023,NW,26.37,0,0
14,13,75,-17,-5,1022,NW,28.16,0,0
14,14,79,-16,-5,1022,NW,29.95,0,0
14,15,86,-15,-4,1022,NW,33.08,0,0
14,16,72,-16,-4,1023,cv,0.89,0,0
14,17,89,-15,-5,1025,SE,1.79,0,0
14,18,94,-14,-3,1026,NW,5.81,0,0
14,19,69,-16,-3,1027,NW,11.62,0,0
14,20,49,-15,-4,1029,NW,20.56,0,0
14,21,33,-16,-5,1031,NW,24.58,0,0
14,22,27,-17,-6,1032,NE,3.13,0,0
14,23,20,-18,-6,1033,NE,8.05,0,0
15,0,36,-19,-7,1034,NE,13.86,0,0
15,1,37,-17,-8,1035,NW,5.81,0,0
15,2,30,-18,-10,1035,NW,11.62,0,0
15,3,18,-19,-10,1036,NW,14.75,0,0
15,4,21,-19,-9,1036,NW,19.67,0,0
15,5,13,-19,-9,1036,NE,7.15,0,0
15,6,23,-20,-9,1037,NE,12.96,0,0
15,7,26,-19,-9,1037,NE,18.77,0,0
15,8,27,-19,-8,1038,NE,22.79,0,0
15,9,30,-19,-8,1039,NE,28.6,0,0
15,10,28,-19,-7,1039,NE,35.75,0,0
15,11,26,-18,-6,1039,NE,41.56,0,0
15,12,26,-18,-5,1039,NE,45.58,0,0
15,13,31,-17,-4,1038,NW,1.79,0,0
15,14,35,-16,-3,1037,cv,0.89,0,0
15,15,36,-17,-3,1037,cv,1.78,0,0
15,16,37,-17,-2,1037,cv,2.23,0,0
15,17,64,-15,-5,1036,SE,0.89,0,0
15,18,83,-15,-6,1036,cv,0.89,0,0
15,19,91,-15,-6,1037,cv,1.78,0,0
15,20,90,-14,-6,1037,SE,1.79,0,0
15,21,102,-14,-8,1036,SE,3.58,0,0
15,22,94,-14,-10,1037,cv,0.89,0,0
15,23,87,-15,-11,1036,cv,1.78,0,0
16,0,141,-15,-11,1036,cv,2.67,0,0
16,1,211,-16,-13,1036,NE,0.89,0,0
16,2,242,-16,-12,1036,cv,0.89,0,0
16,3,271,-16,-13,1035,NE,0.89,0,0
16,4,249,-15,-12,1035,NE,1.78,0,0
16,5,200,-14,-10,1034,NW,1.79,0,0
16,6,147,-15,-10,1034,NW,2.68,0,0
16,7,114,-15,-11,1034,NW,4.47,0,0
16,8,102,-15,-11,1034,NW,6.26,0,0
16,9,108,-14,-9,1034,NW,8.05,0,0
16,10,135,-14,-9,1034,NW,9.84,0,0
16,11,120,-13,-6,1034,cv,0.89,0,0
16,12,148,-13,-5,1033,NW,1.79,0,0
16,13,127,-12,-4,1031,cv,0.89,0,0
16,14,128,-12,-3,1031,cv,1.78,0,0
16,15,140,-12,-3,1030,cv,2.67,0,0
16,16,148,-11,-3,1030,cv,3.56,0,0
16,17,150,-11,-4,1031,NE,0.89,0,0
16,18,154,-12,-7,1031,cv,0.89,0,0
16,19,197,-12,-7,1032,cv,1.78,0,0
16,20,235,-12,-8,1032,cv,2.23,0,0
16,21,261,-12,-9,1032,cv,3.12,0,0
16,22,269,-13,-11,1032,NW,0.89,0,0
16,23,266,-14,-11,1032,NW,2.68,0,0
17,0,263,-15,-12,1032,NW,5.81,0,0
17,1,241,-14,-11,1032,cv,0.45,0,0
17,2,205,-14,-11,1031,cv,1.34,0,0
17,3,160,-14,-12,1031,NW,1.79,0,0
17,4,150,-14,-12,1031,NW,3.58,0,0
17,5,148,-14,-10,1030,NW,6.71,0,0
17,6,208,-14,-11,1030,NW,9.84,0,0
17,7,209,-15,-10,1030,NW,11.63,0,0
17,8,183,-13,-10,1030,NW,14.76,0,0
17,9,161,-13,-8,1030,NW,17.89,0,0
17,10,182,-12,-6,1030,cv,0.45,0,0
17,11,230,-11,-5,1030,cv,1.34,0,0
17,12,170,-11,-4,1029,cv,2.23,0,0
17,13,172,-11,-3,1028,cv,3.12,0,0
17,14,154,-10,-1,1027,cv,4.01,0,0
17,15,166,-11,-1,1027,cv,4.46,0,0
17,16,177,-10,-1,1026,SE,0.89,0,0
17,17,191,-10,-3,1026,SE,1.78,0,0
17,18,212,-10,-5,1027,SE,2.67,0,0
17,19,250,-10,-6,1027,NE,0.89,0,0
17,20,268,-11,-7,1027,cv,0.45,0,0
17,21,317,-10,-7,1027,cv,0.9,0,0
18,0,282,-12,-10,1028,cv,0.89,0,0
18,1,282,-13,-11,1028,NW,3.13,0,0
18,2,303,-11,-9,1028,NW,4.92,0,0
18,3,349,-13,-10,1028,NW,6.71,0,0
19,0,358,-4,-1,1025,NW,1.79,0,0
19,1,383,-5,-1,1024,NW,4.92,0,0
19,2,332,-5,-1,1024,NW,6.71,0,0
19,3,274,-5,-1,1023,NW,8.5,0,0
19,4,256,-4,-1,1022,NW,10.29,0,0
19,5,302,-4,-1,1021,NW,11.18,0,0
19,6,330,-4,-1,1021,NW,12.07,0,0
19,7,367,-4,-1,1021,NW,13.86,0,0
19,8,297,-4,0,1021,cv,0.89,0,0
19,9,331,-4,0,1021,NW,1.79,0,0
19,10,323,-4,0,1021,cv,0.89,0,0
19,11,339,-5,1,1021,NW,1.79,0,0
19,12,301,-5,1,1020,cv,0.89,0,0
19,13,310,-4,1,1019,cv,1.34,0,0
19,14,305,-4,1,1018,NE,0.89,0,0
19,15,313,-3,2,1018,cv,0.45,0,0
19,16,336,-3,2,1018,cv,1.34,0,0
19,17,357,-2,2,1018,NE,0.89,0,0
19,18,485,-3,1,1018,cv,0.89,0,0
19,19,426,-3,2,1020,NW,1.79,0,0
19,20,403,-3,1,1020,NW,4.92,0,0
19,21,374,-3,0,1021,NW,6.71,0,0
19,22,333,-3,0,1021,NW,8.5,0,0
19,23,343,-3,1,1020,NW,11.63,0,0
20,0,364,-2,0,1021,NW,14.76,0,0
20,1,389,-2,-1,1022,NW,16.55,0,0
20,2,368,-4,-2,1022,NW,19.68,0,0
20,3,267,-2,-1,1023,NW,25.49,0,0
20,4,71,-3,1,1023,NW,28.62,0,0
20,5,81,-3,0,1024,NW,31.75,0,0
20,6,51,-5,2,1026,NW,36.67,0,0
20,7,49,-9,1,1027,NW,41.59,0,0
20,8,44,-10,0,1028,NW,48.74,0,0
20,9,45,-10,0,1030,NW,55.89,0,0
20,10,35,-11,1,1032,NW,63.04,0,0
20,11,29,-13,0,1033,NW,71.09,0,0
20,12,27,-13,0,1033,NW,78.24,0,0
20,13,29,-13,-1,1033,NE,8.05,0,0
20,14,16,-13,-1,1032,NW,7.15,0,0
20,15,23,-15,-1,1032,NE,5.81,0,0
20,16,28,-14,-1,1033,NW,5.81,0,0
20,17,22,-15,-2,1033,NW,12.96,0,0
20,18,11,-16,-3,1034,NW,21.01,0,0
20,19,25,-17,-4,1035,NW,28.16,0,0
20,20,16,-19,-3,1036,NW,37.99,0,0
20,21,20,-18,-4,1037,NW,46.93,0,0
20,22,20,-19,-4,1038,NW,55.87,0,0
20,23,18,-19,-5,1038,NW,65.7,0,0
21,0,18,-20,-6,1038,NW,75.53,0,0
21,1,17,-20,-6,1038,NW,85.36,0,0
21,2,17,-20,-7,1038,NW,95.19,0,0
21,3,17,-22,-8,1038,NW,103.24,0,0
21,4,15,-23,-8,1038,NW,111.29,0,0
21,5,19,-24,-9,1038,NW,118.44,0,0
21,6,16,-24,-9,1038,NW,128.27,0,0
21,7,18,-25,-9,1038,NW,138.1,0,0
21,8,18,-25,-8,1039,NW,147.04,0,0
21,9,18,-25,-8,1039,NW,155.98,0,0
21,10,26,-22,-7,1039,NW,160.9,0,0
21,11,26,-22,-7,1038,NE,3.13,0,0
21,12,25,-22,-5,1037,NW,4.02,0,0
21,13,24,-21,-5,1035,NE,3.13,0,0
21,14,15,-21,-4,1034,SE,1.79,0,0
21,15,17,-20,-3,1034,NE,1.79,0,0
21,16,15,-21,-2,1033,NW,4.92,0,0
21,17,21,-20,-2,1033,NW,10.73,0,0
21,18,40,-20,-2,1034,NW,15.65,0,0
21,19,51,-19,-3,1034,NW,21.46,0,0
21,20,45,-19,-3,1035,NW,25.48,0,0
21,21,61,-17,-8,1035,NE,0.89,0,0
21,22,72,-18,-9,1035,NW,1.79,0,0
21,23,38,-18,-9,1035,NW,3.58,0,0
22,0,35,-18,-6,1036,NW,7.6,0,0
22,1,29,-20,-4,1037,NW,17.43,0,0
22,2,26,-21,-5,1037,NW,27.26,0,0
22,3,18,-21,-6,1037,NW,35.31,0,0
22,4,15,-20,-7,1036,NW,42.46,0,0
22,5,15,-20,-7,1035,NW,48.27,0,0
22,6,22,-20,-7,1035,NW,54.08,0,0
22,7,21,-20,-7,1036,NW,59,0,0
22,8,19,-19,-7,1036,NW,63.92,0,0
22,9,22,-20,-5,1036,NW,67.94,0,0
22,10,25,-19,-4,1036,NW,75.09,0,0
22,11,22,-19,-4,1036,NW,84.03,0,0
22,12,26,-19,-3,1035,NW,95.21,0,0
22,13,32,-18,-3,1034,NW,105.04,0,0
22,14,30,-19,-2,1033,NW,114.87,0,0
22,15,32,-18,-2,1032,NW,124.7,0,0
22,16,30,-18,-2,1032,NW,133.64,0,0
22,17,32,-18,-2,1032,NW,139.45,0,0
22,18,37,-18,-3,1032,NW,144.37,0,0
22,19,49,-17,-5,1033,NW,149.29,0,0
22,20,47,-18,-4,1033,NW,153.31,0,0
22,21,39,-17,-4,1032,NW,159.12,0,0
22,22,35,-17,-4,1032,NW,164.04,0,0
22,23,48,-17,-7,1032,NW,168.06,0,0
23,0,49,-17,-4,1033,NW,172.08,0,0
23,1,24,-17,-8,1033,cv,0.89,0,0
23,2,23,-17,-5,1032,NW,4.92,0,0
23,3,20,-18,-6,1032,NW,8.05,0,0
23,4,19,-18,-5,1031,NW,12.97,0,0
23,5,16,-18,-6,1031,NW,16.1,0,0
23,6,22,-18,-7,1031,NW,20.12,0,0
23,7,24,-18,-7,1031,NW,24.14,0,0
23,8,24,-18,-6,1031,NW,25.93,0,0
23,9,41,-18,-2,1031,NW,30.85,0,0
23,10,23,-17,-1,1031,NW,38.9,0,0
23,11,19,-17,0,1030,NW,46.95,0,0
23,12,15,-19,1,1029,NW,55,0,0
23,13,19,-20,2,1027,NW,63.05,0,0
23,14,17,-19,2,1025,NW,71.1,0,0
23,15,17,-19,3,1024,NW,79.15,0,0
23,16,22,-19,3,1024,NW,86.3,0,0
23,17,,-18,2,1024,NW,91.22,0,0
23,18,,-18,1,1024,NW,96.14,0,0
23,19,,-17,0,1024,NW,100.16,0,0
23,20,,-18,0,1024,SE,1.79,0,0
23,21,,-15,-3,1024,cv,0.89,0,0
23,22,,-16,0,1023,NW,1.79,0,0
23,23,,-16,0,1023,NW,4.92,0,0
24,0,,-15,-2,1022,NW,6.71,0,0
24,1,,-14,-7,1022,cv,0.45,0,0
24,2,,-14,-8,1021,NW,1.79,0,0
24,3,,-16,-11,1021,NW,3.58,0,0
24,4,,-14,-9,1019,NW,4.47,0,0
24,5,,-15,-10,1019,cv,0.89,0,0
24,6,,-16,-12,1019,SE,0.89,0,0
24,7,,-15,-12,1019,cv,0.89,0,0
24,8,,-16,-13,1019,NE,1.79,0,0
24,9,,-13,-7,1020,cv,0.89,0,0
24,10,,-12,-4,1019,cv,1.78,0,0
24,11,,-13,0,1019,cv,2.67,0,0
24,12,,-16,4,1018,NW,4.02,0,0
24,13,,-19,5,1017,NW,13.85,0,0
24,14,,-18,5,1017,NW,22.79,0,0
24,15,,-19,5,1017,NW,32.62,0,0
24,16,,-20,5,1018,NW,40.67,0,0
24,17,,-19,3,1020,NW,49.61,0,0
24,18,,-18,1,1023,NW,61.68,0,0
24,19,,-20,-1,1027,NW,76.88,0,0
24,20,,-20,-2,1028,NW,89.84,0,0
24,21,,-21,-3,1029,NW,98.78,0,0
24,22,,-25,-4,1030,NW,113.98,0,0
24,23,,-26,-5,1031,NW,129.18,0,0
25,0,,-25,-5,1031,NW,141.25,0,0
25,1,,-25,-6,1031,NW,150.19,0,0
25,2,,-24,-6,1032,NW,162.26,0,0
25,3,,-24,-6,1033,NW,172.09,0,0
25,4,,-23,-6,1033,NW,181.92,0,0
25,5,,-22,-7,1033,NW,187.73,0,0
25,6,,-21,-7,1033,NW,192.65,0,0
25,7,,-21,-7,1034,NW,196.67,0,0
25,8,,-21,-6,1035,NW,201.59,0,0
25,9,,-21,-4,1036,NW,207.4,0,0
25,10,,-22,-3,1036,NW,216.34,0,0
25,11,,-22,-2,1036,NW,222.15,0,0
25,12,,-23,-1,1035,NW,230.2,0,0
25,13,,-26,1,1033,NW,238.25,0,0
25,14,,-25,2,1032,NW,245.4,0,0
25,15,,-25,2,1031,NW,252.55,0,0
25,16,,-24,2,1031,NW,257.47,0,0
25,17,,-22,1,1031,SE,4.02,0,0
25,18,,-19,-1,1031,SE,7.15,0,0
25,19,,-19,-1,1031,SE,10.28,0,0
25,20,,-17,-4,1031,SE,12.07,0,0
25,21,,-18,-1,1031,SE,15.2,0,0
25,22,,-18,-5,1030,cv,0.89,0,0
